timestamp,BTC-PERP,ETH-PERP,SOL-PERP
1656360000,20771.0,1214.3,37.7725
1656363600,20771.0,1214.3,37.7725
1656367200,20771.0,1214.3,37.7725
1656370800,20771.0,1214.3,37.7725
1656374400,20771.0,1214.3,37.7725
1656378000,20771.0,1214.3,37.7725
1656381600,20771.0,1214.3,37.7725
1656385200,20770.0,1214.3,37.7725
1656388800,20770.0,1214.3,37.7725
1656392400,20770.0,1214.3,37.7725
1656396000,20770.0,1214.3,37.7725
1656399600,20770.0,1214.3,37.7725
1656403200,20770.0,1214.3,37.7725
1656406800,20770.0,1214.3,37.7725
1656410400,20770.0,1214.3,37.7725
1656414000,20770.0,1214.2,37.7725
1656417600,20770.0,1214.2,37.7725
1656421200,20770.0,1214.2,37.7725
1656424800,20770.0,1214.2,37.7725
1656428400,20770.0,1214.2,37.7725
1656432000,20770.0,1214.2,37.7725
1656435600,20770.0,1214.2,37.7725
1656439200,20770.0,1214.2,37.7725
1656442800,20770.0,1214.2,37.7725
1656446400,20770.0,1214.2,37.7725
1656450000,20770.0,1214.2,37.7725
1656453600,20770.0,1214.2,37.7725
1656457200,20770.0,1214.2,37.7725
1656460800,20770.0,1214.2,37.7725
1656464400,20770.0,1214.2,37.7725
1656468000,20770.0,1214.2,37.7725
1656471600,20770.0,1214.2,37.77
1656475200,20770.0,1214.2,37.77
1656478800,20770.0,1214.2,37.77
1656482400,20770.0,1214.2,37.77
1656486000,20770.0,1214.2,37.77
1656489600,20770.0,1214.3,37.77
1656493200,20770.0,1214.3,37.77
1656496800,20770.0,1214.3,37.7725
1656500400,20770.0,1214.3,37.7725
1656504000,20770.0,1214.3,37.775
1656507600,20770.0,1214.3,37.775
1656511200,20770.0,1214.3,37.775
1656514800,20770.0,1214.3,37.7725
1656518400,20770.0,1214.3,37.7725
1656522000,20770.0,1214.3,37.7725
1656525600,20770.0,1214.3,37.7725
1656529200,20770.0,1214.3,37.7725
1656532800,20770.0,1214.6,37.7725
1656536400,20770.0,1214.6,37.7725
1656540000,20770.0,1214.6,37.7725
1656543600,20770.0,1214.6,37.7725
1656547200,20770.0,1214.6,37.7725
1656550800,20770.0,1214.6,37.7725
1656554400,20770.0,1214.6,37.7725
1656558000,20770.0,1214.5,37.7725
1656561600,20770.0,1214.5,37.7725
1656565200,20770.0,1214.5,37.7725
1656568800,20770.0,1214.5,37.7725
1656572400,20770.0,1214.5,37.7725
1656576000,20770.0,1214.5,37.7725
